draft_age,draft_pick,draft_year,entry,games,played_until,player,player_id,plus_minus,point_share,points,position,team,team_id
,158,1997,158,,,Jordon Flodell,,,,,D,Philadelphia Flyers,BOS
,157,1998,157,,,Brad Voth,,,,,D,St. Louis Blues,TBL
,160,1996,160,,,Kai Fischer,,,,,G,Colorado Avalanche,OTT
,162,1995,162,,,Paul Traynor,,,,,D,Winnipeg Jets,OTT
20,164,1993,164,1195,2011,Todd Marchant,marchto01,-20,36.2,498,C,New York Rangers,OTT
,163,1994,163,,,Luc Gagne,,,,,RW,Los Angeles Kings,FLA
,166,1992,166,,,Greg Scott,,,,,G,Detroit Red Wings,TBL
,169,1990,169,,,Pat Mazzoli,,,,,G,Quebec Nordiques,COL
,171,1989,171,,,Jeffrey St. Laurent,,,,,RW,Toronto Maple Leafs,COL
,168,1991,168,,,Rick Corriveau,,,,,D,Washington Capitals,COL
,170,1986,170,,,Trevor Pochipinski,,,,,D,Los Angeles Kings,DET
,173,1988,173,,,Shorty Forrest,,,,,D,New York Islanders,DAL
,177,1985,177,,,Steve Horner,,,,,RW,Los Angeles Kings,TOR
,179,1984,179,,,Eric Demers,,,,,LW,Montreal Canadiens,PIT
,181,1983,181,,,Rob Nichols,,,,,LW,Philadelphia Flyers,DAL
19,183,1982,183,1057,1999,Kelly Miller,milleke01,71,27.7,463,LW,New York Rangers,BOS
18,186,1981,186,57,1990,Allan Tuer,tueral01,-22,0.5,2,D,Los Angeles Kings,PHX
19,191,1980,191,1,1981,Dave Chartier,chartda01,0,0.0,0,C,Winnipeg Jets,MTL
,176,1987,176,,,Lance Werness,,,,,RW,Chicago Blackhawks,BUF
18,148,2005,148,,,Anton Krysanov,krysaan01,,,,C,Phoenix Coyotes,PIT
21,151,2003,151,159,2009,Lasse Kukkonen,kukkola01,3,5.7,22,D,Chicago Blackhawks,PIT
20,150,2004,150,534,2016,Mikhail Grabovski,grabomi01,5,30.7,296,C,Montreal Canadiens,WSH
20,153,2002,153,,,Peter Hamerlik,hamerpe01,,,,G,Boston Bruins,CBJ
18,155,2000,155,747,2016,Travis Moen,moentr01,-66,1.8,136,LW,Calgary Flames,NYI
,157,1999,157,,,Vladimir Malenkykh,,,,,D,Pittsburgh Penguins,WPG
19,154,2001,154,,,Jake Brenk,brenkja01,,,,C,Edmonton Oilers,WPG
18,159,1997,159,22,2002,Sascha Goc,gocsa01,5,0.6,0,D,New Jersey Devils,BOS
,158,1998,158,,,Jari Viuhkola,,,,,C,Chicago Blackhawks,TBL
,161,1996,161,,,Darren Mortier,,,,,C,Buffalo Sabres,OTT
,163,1995,163,,,Juha Vuorivirta,,,,,C,Los Angeles Kings,OTT
,165,1993,165,,,Jeremy Stasiuk,,,,,RW,Dallas Stars,OTT
,164,1994,164,,,Chris Maillet,,,,,D,Tampa Bay Lightning,FLA
,167,1992,167,,,Mark Matier,,,,,D,Washington Capitals,TBL
,170,1990,170,,,Mark Cipriano,,,,,RW,Vancouver Canucks,COL
,172,1989,172,,,Stephane Gauvin,,,,,LW,Winnipeg Jets,COL
19,169,1991,169,108,2003,Corey Hirsch,hirscco01,0,14.1,3,G,New York Rangers,COL
,171,1986,171,,,Scott McCormack,,,,,,New Jersey Devils,DET
,174,1988,174,,,Mike Delay,,,,,D,Toronto Maple Leafs,DAL
,178,1985,178,,,Gord Cruickshank,,,,,C,Boston Bruins,TOR
20,180,1984,180,1145,2002,Gary Suter,suterga01,126,121.6,844,D,Calgary Flames,PIT
,182,1983,182,,,Harri Laurila,,,,,D,Boston Bruins,DAL
,184,1982,184,,,Rob Norman,,,,,RW,Buffalo Sabres,BOS
,187,1981,187,,,Scott Ferguson,,,,,D,Montreal Canadiens,PHX
,192,1980,192,,,William Robinson,,,,,D,Quebec Nordiques,MTL
22,177,1987,177,13,1990,Jaroslav Sevcik,sevcija01,-5,-0.3,2,LW,Quebec Nordiques,BUF
18,149,2005,149,116,2013,Derek Joslin,joslide01,-14,2.4,16,D,San Jose Sharks,PIT
19,152,2003,152,4,2008,Brady Murray,murrabr01,-2,0.1,1,C,Los Angeles Kings,PIT
18,151,2004,151,,,Sergei Kolosov,kolosse01,,,,D,Detroit Red Wings,WSH
21,154,2002,154,,,Krisjanis Redlihs,redlikr01,,,,D,New Jersey Devils,CBJ
20,156,2000,156,493,2013,Greg Zanon,zanongr01,-9,18.1,62,D,Ottawa Senators,NYI
,158,1999,158,,,Anders Lovdahl,,,,,C,Colorado Avalanche,WPG
18,155,2001,155,,,Michal Vondrka,vondrmi01,,,,LW,Buffalo Sabres,WPG
,160,1997,160,,,Alexei Timkin,,,,,RW,Dallas Stars,BOS
,159,1998,159,,,Trevor Ettinger,,,,,D,Edmonton Oilers,TBL
,162,1996,162,,,Alexandre Jacques,,,,,C,Detroit Red Wings,OTT
18,164,1995,164,937,2015,Stephane Robidas,robidst01,16,55.0,258,D,Montreal Canadiens,OTT
,166,1993,166,,,Aaron Israel,,,,,G,Philadelphia Flyers,OTT
,165,1994,165,,,Calvin Elfring,,,,,D,Quebec Nordiques,FLA
,168,1992,168,,,Matt Oates,,,,,LW,New York Rangers,TBL
,171,1990,171,,,Anthony Gruba,,,,,RW,Detroit Red Wings,COL
19,173,1989,173,47,1994,Andre Faust,faustan01,4,1.0,17,C,New Jersey Devils,COL
,170,1991,170,,,Peter McLaughlin,,,,,D,Pittsburgh Penguins,COL
19,172,1986,172,501,1997,Dave McLlwain,mcllwda01,-126,7.9,207,C/RW,Pittsburgh Penguins,DET
,175,1988,175,,,Jim Larkin,,,,,LW,Los Angeles Kings,DAL
,179,1985,179,,,Richard Laplante,,,,,C,Chicago Blackhawks,TOR
,181,1984,181,,,Duane Wahlin,,,,,RW,Minnesota North Stars,PIT
,183,1983,183,,,Alec Haidy,,,,,RW,Pittsburgh Penguins,DAL
18,185,1982,185,12,1988,Pat Micheletti,michepa01,2,0.1,2,C,Minnesota North Stars,BOS
,188,1981,188,,,Dan Wood,,,,,RW,St. Louis Blues,PHX
,193,1980,193,,,Brian Rorabeck,,,,,D,Detroit Red Wings,MTL
,178,1987,178,,,Eric Burrill,,,,,RW,New York Rangers,BUF
18,150,2005,150,145,2018,Cal O'Reilly,oreilca01,-11,3.4,49,C,Nashville Predators,PIT
18,153,2003,153,,,Mike Brown,brownmi03,,,,G,Boston Bruins,PIT
18,152,2004,152,,,Bret Nasby,nasbybr01,,,,D,Florida Panthers,WSH
18,155,2002,155,,,Armands Berzins,berziar01,,,,C,Minnesota Wild,CBJ
,157,2000,157,,,Grant Potulny,,,,,C,Ottawa Senators,NYI
,159,1999,159,,,Yuri Dobryshkin,,,,,RW,Atlanta Thrashers,WPG
20,156,2001,156,,,Andy Schneider,schnean02,,,,D,Pittsburgh Penguins,WPG
19,161,1997,161,214,2008,David Aebischer,aebisda01,0,39.1,5,G,Colorado Avalanche,BOS
18,160,1998,160,79,2010,Rickard Wallin,walliri01,-5,1.0,19,C,Phoenix Coyotes,TBL
,163,1996,163,,,Francois Hardy,,,,,D,Ottawa Senators,OTT
18,165,1995,165,324,2008,Byron Ritchie,ritchby01,-35,1.6,58,C,Hartford Whalers,OTT
,167,1993,167,,,Mike Buzak,,,,,G,St. Louis Blues,OTT
18,166,1994,166,311,2006,Colin Forbes,forbeco01,-20,3.0,61,C,Philadelphia Flyers,FLA
,169,1992,169,,,Jay Kenney,,,,,D,Ottawa Senators,TBL
,172,1990,172,,,Toni Porkka,,,,,D,Philadelphia Flyers,COL
,174,1989,174,,,Jason Greyerbiehl,,,,,LW,Chicago Blackhawks,COL
20,171,1991,171,674,2006,Brian Savage,savagbr01,-80,34.6,359,LW,Montreal Canadiens,COL
,173,1986,173,,,Shawn Whitham,,,,,D,Buffalo Sabres,DET
,176,1988,176,,,Mathew Hentges,,,,,D,Chicago Blackhawks,DAL
,180,1985,180,,,Jeff Urban,,,,,LW,St. Louis Blues,TOR
,182,1984,182,,,Ville Kentala,,,,,LW,New York Rangers,PIT
,184,1983,184,,,Greg Rolston,,,,,RW,Toronto Maple Leafs,DAL
19,186,1982,186,15,1985,Doug Kostynski,kostydo01,3,0.2,4,C,Boston Bruins,BOS
,189,1981,189,,,Scott MacLellan,,,,,RW,New York Islanders,PHX
18,194,1980,194,3,1982,Tony Camazzola,camazto01,0,0.1,0,D,Washington Capitals,MTL
,179,1987,179,,,Mikko Haapakoski,,,,,D,Detroit Red Wings,BUF
18,151,2005,151,,,Jeff May,mayje01,,,,D,Detroit Red Wings,PIT
19,154,2003,154,,,David Rohlfs,rohlfda01,,,,RW,Edmonton Oilers,PIT
18,153,2004,153,10,2012,Steven Zalewski,zalewst01,-4,-0.3,0,C,San Jose Sharks,WSH
18,156,2002,156,552,2016,James Wisniewski,wisnija01,-22,44.8,274,D,Chicago Blackhawks,CBJ
,158,2000,158,,,Sean Connolly,,,,,D,Ottawa Senators,NYI
,160,1999,160,,,Konstantin Rudenko,,,,,LW,Philadelphia Flyers,WPG
18,157,2001,157,,,Andreas Jamtin,jamtian01,,,,RW,Detroit Red Wings,WPG
,162,1997,162,,,Joel Trottier,,,,,RW,Boston Bruins,BOS
19,161,1998,161,1026,2017,Chris Neil,neilch01,-19,17.8,250,RW,Ottawa Senators,TBL
,164,1996,164,,,Jake Deadmarsh,,,,,D,San Jose Sharks,OTT
18,166,1995,166,391,2004,Peter Worrell,worrepe01,-48,-0.5,46,LW,Florida Panthers,OTT
25,168,1993,168,14,1994,Sergei Petrenko,petrese01,-3,-0.1,4,LW,Buffalo Sabres,OTT
,167,1994,167,,,Sergei Gorbachev,,,,,RW,San Jose Sharks,FLA
,170,1992,170,,,Dennis Maxwell,,,,,C,Tampa Bay Lightning,TBL
20,173,1990,173,9,1994,Ladislav Karabin,karabla01,0,-0.3,0,LW,Pittsburgh Penguins,COL
,175,1989,175,,,Kenneth Blum,,,,,C,Minnesota North Stars,COL
,172,1991,172,,,Jay Moser,,,,,D,Boston Bruins,COL
,174,1986,174,,,Brian Bellefeuille,,,,,LW,Toronto Maple Leafs,DET
20,177,1988,177,445,1999,Tony Twist,twistto01,-23,-3.3,28,LW,St. Louis Blues,DAL
,181,1985,181,,,Rich Wiest,,,,,C,New York Islanders,TOR
,183,1984,183,,,Guy Ouellette,,,,,C,Quebec Nordiques,PIT
,185,1983,185,,,Alexander Chernykh,,,,,C,New Jersey Devils,DAL
,187,1982,187,,,Brian Williams,,,,,C,Montreal Canadiens,BOS
,190,1981,190,,,Vladimir Kadlec,,,,,D,Winnipeg Jets,PHX
,195,1980,195,,,Bob O'Brien,,,,,RW,Philadelphia Flyers,MTL
,180,1987,180,,,Robert Dumas,,,,,D,St. Louis Blues,BUF
18,152,2005,152,,,Josh Beaulieu,beauljo01,,,,RW,Philadelphia Flyers,PIT
19,155,2003,155,,,Josh Robertson,roberjo02,,,,C,Washington Capitals,PIT
18,154,2004,154,,,Richard Demen-Willaume,demenri01,,,,D,Colorado Avalanche,WSH
19,157,2002,157,,,Joel Andresen,andrejo01,,,,D,Los Angeles Kings,CBJ
19,159,2000,159,836,2017,John-Michael Liles,lilesjo01,-44,61.1,370,D,Colorado Avalanche,NYI
,161,1999,161,,,Jan Sochor,,,,,LW,Toronto Maple Leafs,WPG
23,158,2001,158,,,Roman Malek,malekro01,,,,G,Philadelphia Flyers,WPG
,163,1997,163,,,Joe Dusbabek,,,,,RW,San Jose Sharks,BOS
19,162,1998,162,990,2017,Andrei Markov,markoan01,64,104.0,572,D,Montreal Canadiens,TBL
,165,1996,165,,,J.R. Prestifilippo,,,,,G,New York Islanders,OTT
,167,1995,167,,,Brad Mehalko,,,,,RW,San Jose Sharks,OTT
,169,1993,169,,,Nikolai Zavarukhin,,,,,C,New Jersey Devils,OTT
,168,1994,168,,,Steve Plouffe,,,,,G,Buffalo Sabres,FLA
,171,1992,171,,,Ryan Smith,,,,,D,San Jose Sharks,TBL
,174,1990,174,,,John Joyce,,,,,C,New York Islanders,COL
20,176,1989,176,236,1999,Sandy Moger,mogersa01,-27,4.7,79,C,Vancouver Canucks,COL
,173,1991,173,,,David St-Pierre,,,,,C,Calgary Flames,COL
,175,1986,175,,,Matt Merton,,,,,G,Vancouver Canucks,DET
,178,1988,178,,,Mike Helber,,,,,C,Winnipeg Jets,DAL
23,182,1985,182,11,1991,Jiri Sejba,sejbaji01,-5,-0.3,2,LW,Buffalo Sabres,TOR
,184,1984,184,,,Billy Powers,,,,,C,Philadelphia Flyers,PIT
18,186,1983,186,729,2002,Stu Grimson,grimsst01,-41,-10.0,39,LW,Detroit Red Wings,DAL
,188,1982,188,,,Ian Wood,,,,,G,Edmonton Oilers,BOS
19,191,1981,191,236,1991,Robert Nordmark,nordmro01,-36,13.7,83,D,Detroit Red Wings,PHX
18,196,1980,196,44,1987,Grant Martin,martigr01,-16,-1.2,4,LW,Vancouver Canucks,MTL
,181,1987,181,,,Shawn Howard,,,,,D,New York Islanders,BUF
19,153,2005,153,,,Alex Berry,berryal01,,,,RW,Toronto Maple Leafs,PIT
18,156,2003,156,,,Alexei Ivanov,ivanoal01,,,,C,Chicago Blackhawks,PIT
18,155,2004,155,,,Alexander Mikhailishin,mikhaal01,,,,D,New Jersey Devils,WSH
19,158,2002,158,,,Vince Bellissimo,bellivi01,,,,C,Florida Panthers,CBJ
,160,2000,160,,,Nate Kiser,,,,,D,Phoenix Coyotes,NYI
18,162,1999,162,11,2007,Timo Helbling,helblti01,-4,-0.1,1,D,Nashville Predators,WPG
18,159,2001,159,,,Dmitri Semin,semindm01,,,,C,St. Louis Blues,WPG
18,164,1997,164,545,2010,Todd Fedoruk,fedorto01,-27,4.7,97,LW,Philadelphia Flyers,BOS
18,163,1998,163,25,2004,Tomas Zizka,zizkato01,-8,0.8,8,D,Los Angeles Kings,TBL
,166,1996,166,,,Eoin McInerney,,,,,G,Dallas Stars,OTT
,168,1995,168,,,Robert Jindrich,,,,,D,San Jose Sharks,OTT
20,170,1993,170,411,2003,Darren Van Impe,vanimda01,-22,22.4,115,D,New York Islanders,OTT
,169,1994,169,,,Yuri Kuznetsov,,,,,C,Vancouver Canucks,FLA
,172,1992,172,,,Mike Jickling,,,,,C,Quebec Nordiques,TBL
,175,1990,175,,,Denis Leblanc,,,,,C,Los Angeles Kings,COL
,177,1989,177,,,John Roderick,,,,,D,St. Louis Blues,COL
,174,1991,174,,,Michael Burkett,,,,,LW,Minnesota North Stars,COL
,176,1986,176,,,Mark Green,,,,,C,Winnipeg Jets,DET
,179,1988,179,,,Mark Hirth,,,,,C,Hartford Whalers,DAL
,183,1985,183,,,Brit Peer,,,,,RW,Quebec Nordiques,TOR
18,185,1984,185,115,1994,Jim Thomson,thomsji02,-23,-2.7,7,RW,Washington Capitals,PIT
,187,1983,187,,,Thomas Ahlen,,,,,D,Los Angeles Kings,DAL
,189,1982,189,,,Gord Paddock,,,,,D,New York Islanders,BOS
19,192,1981,192,5,1984,John Johannson,johanjo01,-2,-0.2,0,C,Colorado Rockies,PHX
,197,1980,197,,,Lorne Bokshowan,,,,,C,Hartford Whalers,MTL
,182,1987,182,,,Paul Ohman,,,,,D,Boston Bruins,BUF
18,154,2005,154,,,Wacey Rabbit,rabbiwa01,,,,C,Boston Bruins,PIT
18,157,2003,157,,,Marcin Kolusz,kolusma01,,,,RW,Minnesota Wild,PIT
18,156,2004,156,7,2011,Roman Wick,wickro01,-4,-0.3,0,RW,Ottawa Senators,WSH
18,159,2002,159,,,Kristofer Persson,persskr01,,,,RW,Calgary Flames,CBJ
,161,2000,161,,,Pavel Sedov,,,,,RW,Tampa Bay Lightning,NYI
18,163,1999,163,3,2007,Bjorn Melin,melinbj01,-1,0.1,1,RW,New York Islanders,WPG
18,160,2001,160,,,Artem Ternavsky,ternaar01,,,,D,Washington Capitals,WPG
,165,1997,165,,,Hugo Marchand,,,,,D,Toronto Maple Leafs,BOS
19,164,1998,164,542,2011,Ales Kotalik,kotalal01,-46,27.9,284,RW,Buffalo Sabres,TBL
19,167,1996,167,503,2009,Dan Hinote,hinotda01,-16,3.1,90,RW,Colorado Avalanche,OTT
,169,1995,169,,,Jeff Heil,,,,,G,New York Rangers,OTT
,171,1993,171,,,Martin Woods,,,,,D,Winnipeg Jets,OTT
,170,1994,170,,,Tyler Prosofsky,,,,,C,Chicago Blackhawks,FLA
19,173,1992,173,310,2006,Ryan VandenBussche,vandery01,-35,-2.0,20,RW,Toronto Maple Leafs,TBL
,176,1990,176,,,Joe Biondi,,,,,C,Minnesota North Stars,COL
19,178,1989,178,166,2001,Michel Picard,picarmi01,-9,5.3,70,LW,Hartford Whalers,COL
18,175,1991,175,7,2000,Chris Kenady,kenadch01,0,0.0,2,RW,St. Louis Blues,COL
,177,1986,177,,,Pat Scanlon,,,,,,New York Rangers,DET
,180,1988,180,,,Sergei Svetlov,,,,,RW,New Jersey Devils,DAL
,184,1985,184,,,Roger Beedon,,,,,G,Montreal Canadiens,TOR
,186,1984,186,,,Kevin Heffernan,,,,,C,Boston Bruins,PIT
,188,1983,188,,,Brian Ross,,,,,D,Toronto Maple Leafs,DAL
,190,1982,190,,,Brent Shaw,,,,,RW,New Jersey Devils,BOS
,193,1981,193,,,Larry Power,,,,,C,Hartford Whalers,PHX
,198,1980,198,,,Steve McKenzie,,,,,D,Pittsburgh Penguins,MTL
,183,1987,183,,,Ladislav Tresl,,,,,C,Quebec Nordiques,BUF
18,155,2005,155,389,2017,Mark Fayne,faynema01,-19,17.0,65,D,New Jersey Devils,PIT
18,158,2003,158,548,2017,John Mitchell,mitchjo01,-30,12.0,177,C,Toronto Maple Leafs,PIT
18,157,2004,157,,,Dmitri Vorobiev,vorobdm01,,,,D,Toronto Maple Leafs,WSH
18,160,2002,160,,,Daniel Manzato,manzada01,,,,G,Carolina Hurricanes,CBJ
,162,2000,162,,,Artem Chernov,,,,,C,Dallas Stars,NYI
23,164,1999,164,57,2006,Martin Prusek,prusema01,0,7.6,1,G,Ottawa Senators,WPG
19,161,2001,161,571,2019,Mike Smith,smithmi01,0,99.1,16,G,Dallas Stars,WPG
,166,1997,166,,,Kris Knoblauch,,,,,LW,New York Islanders,BOS
,165,1998,165,,,Ryan Milanovic,,,,,LW,Boston Bruins,TBL
,168,1996,168,,,David Bernier,,,,,C,Edmonton Oilers,OTT
,170,1995,170,,,Stewart Bodtker,,,,,C,Vancouver Canucks,OTT
,172,1993,172,,,Justin Martin,,,,,RW,Los Angeles Kings,OTT
,171,1994,171,,,Daniel Reja,,,,,C,Washington Capitals,FLA
19,174,1992,174,3,1998,Ryan Mulhern,mulhery01,0,-0.1,0,C,Calgary Flames,TBL
19,177,1990,177,934,2009,Ken Klee,kleeke01,30,33.9,195,D,Washington Capitals,COL
,179,1989,179,,,Bob Jones,,,,,LW,Detroit Red Wings,COL
,176,1991,176,,,Roch Belley,,,,,G,Chicago Blackhawks,COL
,178,1986,178,,,Martyn Ball,,,,,LW,St. Louis Blues,DET
20,181,1988,181,120,2003,Wade Flaherty,flahewa01,0,13.2,3,G,Buffalo Sabres,DAL
18,185,1985,185,1,1992,Darryl Olsen,olsenda01,-2,-0.1,0,D,Calgary Flames,TOR
,187,1984,187,,,Tom Warden,,,,,D,New York Islanders,PIT
,189,1983,189,,,Cory Wright,,,,,RW,Winnipeg Jets,DAL
,191,1982,191,,,Brent Meckling,,,,,D,Detroit Red Wings,BOS
19,194,1981,194,105,1984,Chris Valentine,valench01,-27,6.1,95,C,Washington Capitals,PHX
,199,1980,199,,,Kim Collins,,,,,LW,Los Angeles Kings,MTL
,184,1987,184,,,Jim Fernholz,,,,,RW,Winnipeg Jets,BUF
18,156,2005,156,578,2019,Ryan Reaves,reavery01,-10,4.8,81,RW,St. Louis Blues,PIT
19,159,2003,159,1,2008,Chris Beckford-Tseu,beckfch01,0,0.0,0,G,St. Louis Blues,PIT
20,158,2004,158,,,Brandon Elliott,elliobr02,,,,LW,Tampa Bay Lightning,WSH
20,161,2002,161,,,Dov Grumet-Morris,grumedo01,,,,G,Philadelphia Flyers,CBJ
,163,2000,163,,,Ivan Nepryayev,,,,,C,Washington Capitals,NYI
18,165,1999,165,110,2017,Michael Leighton,leighmi01,0,14.5,4,G,Chicago Blackhawks,WPG
18,162,2001,162,,,Stefan Schauer,schaust01,,,,D,Ottawa Senators,WPG
,167,1997,167,,,Jeremy Rondeau,,,,,LW,Calgary Flames,BOS
,166,1998,166,,,Jonathan Pelletier,,,,,G,Chicago Blackhawks,TBL
18,169,1996,169,77,2004,Daniel Corso,corsoda01,0,2.6,25,C,St. Louis Blues,OTT
,171,1995,171,,,Marek Melenovsky,,,,,C,Toronto Maple Leafs,OTT
,173,1993,173,,,Daniel Hendrickson,,,,,RW,Washington Capitals,OTT
18,172,1994,172,133,1999,Roman Vopat,vopatro01,-29,-1.0,20,C,St. Louis Blues,FLA
,175,1992,175,,,Claude Jr. Jutras,,,,,RW,Philadelphia Flyers,TBL
,178,1990,178,,,Robert Horyna,,,,,G,Toronto Maple Leafs,COL
,180,1989,180,,,Glen Wisser,,,,,RW,Philadelphia Flyers,COL
,177,1991,177,,,Corwin Saurdiff,,,,,G,San Jose Sharks,COL
,179,1986,179,,,Robert Glasgow,,,,,RW,Hartford Whalers,DET
,182,1988,182,,,Brian Arthur,,,,,D,Philadelphia Flyers,DAL
,186,1985,186,,,Nevin Kardum,,,,,C,Winnipeg Jets,TOR
,188,1984,188,,,Heinz Ehlers,,,,,C,New York Rangers,PIT
,190,1983,190,,,Roger Grillo,,,,,D,Vancouver Canucks,DAL
20,192,1982,192,8,1988,Leigh Verstraete,verstle01,-2,-0.2,1,RW,Toronto Maple Leafs,BOS
19,195,1981,195,4,1983,Marc Magnan,magnama01,0,0.0,1,LW,Toronto Maple Leafs,PHX
18,200,1980,200,26,1983,Paul Higgins,higgipa01,-4,-0.8,0,RW,Toronto Maple Leafs,MTL
,185,1987,185,,,Eric Tremblay,,,,,D,Montreal Canadiens,BUF
18,157,2005,157,,,Fredrik Pettersson,pettefr01,,,,LW,Edmonton Oilers,PIT
18,160,2003,160,,,Nicklas Danielsson,danieni01,,,,RW,Vancouver Canucks,PIT
19,159,2004,159,407,2016,Mike Brown,brownmi02,-36,-1.5,36,RW,Vancouver Canucks,WSH
20,162,2002,162,,,Gerard Dicaire,dicaige01,,,,D,Tampa Bay Lightning,CBJ
,164,2000,164,,,Matus Kostur,,,,,G,New Jersey Devils,NYI
,166,1999,166,,,Cory Pecker,,,,,C,Calgary Flames,WPG
27,163,2001,163,71,2003,Andreas Salomonsson,saloman01,-13,0.2,14,RW,New Jersey Devils,WPG
,168,1997,168,,,Justin Jack,,,,,RW,Tampa Bay Lightning,BOS
,167,1998,167,,,Alexander Ryazantsev,,,,,D,Colorado Avalanche,TBL
,170,1996,170,,,Brandon Lafrance,,,,,RW,Edmonton Oilers,OTT
,172,1995,172,,,Brian Scott,,,,,LW,Buffalo Sabres,OTT
20,174,1993,174,1110,2012,Andrew Brunette,brunean01,-78,73.4,733,LW,Washington Capitals,OTT
18,173,1994,173,550,2011,Shane Hnidy,hnidysh01,14,16.7,71,D,Buffalo Sabres,FLA
19,176,1992,176,7,1997,Jason Widmer,widmeja01,0,0.3,1,D,New York Islanders,TBL
19,179,1990,179,725,2008,Jaroslav Modry,modryja01,-23,45.9,250,D,New Jersey Devils,COL
,181,1989,181,,,Mark Bavis,,,,,C,New York Rangers,COL
,178,1991,178,,,Adam Bartell,,,,,D,Quebec Nordiques,COL
18,180,1986,180,393,2002,Lance Pitlick,pitlila01,-8,15.8,49,D,Minnesota North Stars,DET
,183,1988,183,,,Petr Pavlas,,,,,D,Washington Capitals,DAL
,187,1985,187,,,Steve Hollett,,,,,C,Washington Capitals,TOR
,189,1984,189,,,Steve Hurt,,,,,RW,Pittsburgh Penguins,PIT
,191,1983,191,,,Tom Pratt,,,,,D,Calgary Flames,DAL
19,193,1982,193,8,1985,Simo Saarinen,saarisi01,-5,0.0,0,D,New York Rangers,BOS
19,196,1981,196,841,1997,Dave Hannan,hannada01,-58,9.3,305,C,Pittsburgh Penguins,PHX
,201,1980,201,,,John Smyth,,,,,D,St. Louis Blues,MTL
19,186,1987,186,72,1994,Joe Day,dayjo01,-17,-1.4,11,C,Hartford Whalers,BUF
19,158,2005,158,1,2008,Matt Keetley,keetlma01,0,0.0,0,G,Calgary Flames,PIT
18,161,2003,161,,,Evgeni Isakov,isakoev01,,,,RW,Pittsburgh Penguins,PIT
20,160,2004,160,24,2010,Ben Walter,waltebe01,-1,-0.2,1,C,Boston Bruins,WSH
19,163,2002,163,,,Tom Walsh,walshto01,,,,D,San Jose Sharks,CBJ
,165,2000,165,,,Nathan Marsters,,,,,G,Los Angeles Kings,NYI
,167,1999,167,,,Sean Dixon,,,,,D,Montreal Canadiens,WPG
18,164,2001,164,,,Yuri Trubachev,trubayu01,,,,C,Calgary Flames,WPG
,169,1997,169,,,Andrew Merrick,,,,,C,Carolina Hurricanes,BOS
18,168,1998,168,234,2011,Antero Niittymaki,niittan01,0,36.1,3,G,Philadelphia Flyers,TBL
18,171,1996,171,1,2001,Greg Kuznik,kuznigr01,0,0.0,0,D,Hartford Whalers,OTT
,173,1995,173,,,Jeff Dewar,,,,,RW,Dallas Stars,OTT
,175,1993,175,,,Jeff Andrews,,,,,LW,Toronto Maple Leafs,OTT
,174,1994,174,,,Jessie Rezansoff,,,,,RW,Montreal Canadiens,FLA
,177,1992,177,,,Konstantin Korotkov,,,,,C,Hartford Whalers,TBL
20,180,1990,180,1,1997,Parris Duffus,duffupa01,0,0.0,0,G,St. Louis Blues,COL
,182,1989,182,,,Jim Giacin,,,,,LW,Los Angeles Kings,COL
,179,1991,179,,,Guy Lehoux,,,,,D,Toronto Maple Leafs,COL
,181,1986,181,,,Jeff Flaherty,,,,,RW,Boston Bruins,DET
,184,1988,184,,,Jeff Blumer,,,,,RW,New York Islanders,DAL
18,188,1985,188,1182,2004,Kelly Buchberger,buchbke01,-177,3.0,309,RW,Edmonton Oilers,TOR
18,190,1984,190,458,1998,Mike Peluso,pelusmi01,-15,-0.8,90,LW,New Jersey Devils,PIT
19,192,1983,192,7,1989,Scott Shaunessy,shaunsc01,-1,0.2,0,D/LW,Quebec Nordiques,DAL
,194,1982,194,,,Juha Nurmi,,,,,C,Washington Capitals,BOS
18,197,1981,197,97,1988,Gord Sherven,shervgo01,-5,0.4,35,C,Edmonton Oilers,PHX
18,202,1980,202,3,1989,Steven Fletcher,fletcst01,-1,-0.1,0,LW/D,Calgary Flames,MTL
19,187,1987,187,93,1993,Mark Osiecki,osiecma01,-24,2.3,14,D,Calgary Flames,BUF
18,159,2005,159,,,Risto Korhonen,korhori01,,,,D,Carolina Hurricanes,PIT
18,162,2003,162,,,Martin Tuma,tumama01,,,,D,Florida Panthers,PIT
18,161,2004,161,,,Jean-Claude Sawyer,sawyeje01,,,,D,Minnesota Wild,WSH
18,164,2002,164,1,2008,Tyler Weiman,weimaty01,0,0.2,0,G,Colorado Avalanche,CBJ
20,166,2000,166,7,2006,Nolan Schaefer,schaeno01,0,1.1,0,G,San Jose Sharks,NYI
,168,1999,168,,,Erik Lewerstrom,,,,,D,Phoenix Coyotes,WPG
18,165,2001,165,,,Pierre-Luc Emond,emondpi01,,,,C,Colorado Avalanche,WPG
,170,1997,170,,,Eero Somervuori,,,,,RW,Tampa Bay Lightning,BOS
,169,1998,169,,,Jan Fadrny,,,,,C,Pittsburgh Penguins,TBL
,172,1996,172,,,Timo Ahmaoja,,,,,D,Anaheim Ducks,OTT
,174,1995,174,,,Richard Rochefort,,,,,C,New Jersey Devils,OTT
,176,1993,176,,,Yevgeni Babariko,,,,,C,Vancouver Canucks,OTT
19,175,1994,175,186,2003,Ladislav Kohn,kohnla01,-41,0.4,42,RW,Calgary Flames,FLA
