draft_age,draft_pick,draft_year,entry,games,played_until,player,player_id,plus_minus,point_share,points,position,team,team_id
18,75,1982,75,1129,2000,Dave Ellett,elletda01,-51,88.4,568,D,Winnipeg Jets,BOS
,78,1981,78,,,Peter Madach,,,,,C,Calgary Flames,PHX
19,83,1980,83,325,1994,Jim Wiemer,wiemeji01,18,21.6,101,D,Buffalo Sabres,MTL
19,92,1979,92,3,1983,Jim Brown,brownji01,-2,0.0,1,D,Los Angeles Kings,NJD
,68,1987,68,,,Risto Kurkinen,,,,,LW,Pittsburgh Penguins,BUF
18,40,2005,40,98,2012,Michael Sauer,sauermi01,28,6.8,18,D,New York Rangers,PIT
18,43,2003,43,23,2012,Josh Hennessy,hennejo01,-1,-0.1,1,C,San Jose Sharks,PIT
18,42,2004,42,,,Roman Voloshenko,volosro01,,,,LW,Minnesota Wild,WSH
18,45,2002,45,,,Tomas Linhart,linhato01,,,,D,Montreal Canadiens,CBJ
18,47,2000,47,17,2003,Jared Aulin,aulinja01,-3,0.3,4,C/RW,Colorado Avalanche,NYI
18,49,1999,49,2,2004,Brett Lysak,lysakbr01,0,0.0,0,C,Carolina Hurricanes,WPG
20,46,2001,46,197,2011,Mike Zigomanis,zigommi01,-21,1.4,40,C,Carolina Hurricanes,WPG
,51,1997,51,,,Dmitri Kokorev,,,,,D,Calgary Flames,BOS
18,50,1998,50,6,2003,Jaroslav Kristek,kristja01,-2,-0.2,0,RW,Buffalo Sabres,TBL
,53,1996,53,,,Eric Naud,,,,,LW,Boston Bruins,OTT
18,55,1995,55,341,2006,Mike Leclerc,leclemi01,-43,13.6,158,LW,Anaheim Ducks,OTT
18,57,1993,57,7,2004,Chris Armstrong,armstch01,-4,0.0,1,D,Florida Panthers,OTT
,56,1994,56,,,Dorian Anneck,,,,,C,Winnipeg Jets,FLA
,59,1992,59,,,Ondrej Steiner,,,,,C,Buffalo Sabres,TBL
,62,1990,62,,,Glen Mears,,,,,D,Calgary Flames,COL
,64,1989,64,,,Mark Brownschidle,,,,,D,Winnipeg Jets,COL
18,61,1991,61,106,2002,Yves Sarault,sarauyv01,-20,-0.2,20,LW,Montreal Canadiens,COL
18,63,1986,63,10,1988,Ron Shudra,shudrro01,5,0.8,5,D,Edmonton Oilers,DET
19,66,1988,66,311,1995,Darin Kimble,kimblda01,-30,-3.5,43,RW,Quebec Nordiques,DAL
,70,1985,70,,,Pat Janostin,,,,,D,New York Rangers,TOR
,72,1984,72,,,Sean Clement,,,,,D,Winnipeg Jets,PIT
18,74,1983,74,429,2000,Daren Puppa,puppada01,0,69.3,18,G,Buffalo Sabres,DAL
,76,1982,76,,,Jiri Lala,,,,,RW,Quebec Nordiques,BOS
,79,1981,79,,,Ken Latta,,,,,RW,Philadelphia Flyers,PHX
,84,1980,84,,,Taras Zytynsky,,,,,D,Philadelphia Flyers,MTL
19,93,1979,93,68,1984,Frank Nigro,nigrofr01,-7,0.5,26,C,Toronto Maple Leafs,NJD
19,69,1987,69,709,2002,Mike Sullivan,sullimi01,-105,-2.0,136,C,New York Rangers,BUF
18,41,2005,41,398,2018,Ondrej Pavelec,pavelon01,0,60.9,6,G,Atlanta Thrashers,PIT
18,44,2003,44,17,2007,Konstantin Pushkarev,pushkko01,-2,0.3,5,RW,Los Angeles Kings,PIT
18,43,2004,43,9,2008,Michael Funk,funkmi01,-1,0.1,2,D,Buffalo Sabres,WSH
19,46,2002,46,22,2011,David LeNeveu,lenevda01,0,2.4,0,G,Phoenix Coyotes,CBJ
18,48,2000,48,,,Gerard Dicaire,dicaige01,,,,D,Buffalo Sabres,NYI
,50,1999,50,,,Brett Clouthier,,,,,LW,New Jersey Devils,WPG
18,47,2001,47,,,Alexander Polushin,polusal01,,,,C,Tampa Bay Lightning,WPG
18,52,1997,52,139,2003,Roman Lyashenko,lyashro01,-7,1.4,23,C,Dallas Stars,BOS
,51,1998,51,,,Ian Forbes,,,,,D,Philadelphia Flyers,TBL
,54,1996,54,,,Francois Methot,,,,,C,Buffalo Sabres,OTT
18,56,1995,56,174,2004,Shane Willis,willish01,-16,6.8,74,RW,Tampa Bay Lightning,OTT
20,58,1993,58,382,2009,Ville Peltonen,peltovi01,-11,10.1,148,LW,San Jose Sharks,OTT
18,57,1994,57,140,2006,Sven Butenschon,butensv01,-10,2.4,14,D,Pittsburgh Penguins,FLA
18,60,1992,60,207,2006,Jeremy Stevenson,steveje01,-6,2.2,38,LW,Winnipeg Jets,TBL
18,63,1990,63,202,2001,Cam Stewart,stewaca01,-15,0.9,39,LW,Boston Bruins,COL
20,65,1989,65,97,1997,Brent Grieve,grievbr01,9,2.7,36,LW,New York Islanders,COL
18,62,1991,62,26,2000,Marcel Cousineau,cousima01,0,2.6,1,G,Boston Bruins,COL
18,64,1986,64,340,1997,Tim Cheveldae,cheveti01,0,45.8,16,G,Detroit Red Wings,DET
20,67,1988,67,1652,2011,Mark Recchi,recchma01,0,147.5,1533,RW,Pittsburgh Penguins,DAL
,71,1985,71,,,Mark Gowans,,,,,G,Detroit Red Wings,TOR
,73,1984,73,,,Brian Bertuzzi,,,,,C,Vancouver Canucks,PIT
18,75,1983,75,182,1994,Tim Bergland,berglti01,-22,-0.1,43,RW,Washington Capitals,DAL
,77,1982,77,,,Mikael Hjalm,,,,,W,Philadelphia Flyers,BOS
18,80,1981,80,1,1982,Jeff Eatough,eatouje01,-1,-0.1,0,RW,Buffalo Sabres,PHX
20,85,1980,85,49,1982,Ed Cooper,coopeed01,-6,0.4,15,LW,Colorado Rockies,MTL
20,94,1979,94,19,1983,Nick Ricci,riccini01,0,2.1,0,G,Pittsburgh Penguins,NJD
,70,1987,70,,,Tim Harris,,,,,RW,Calgary Flames,BUF
18,42,2005,42,690,2019,Justin Abdelkader,abdelju01,-42,19.8,249,LW,Detroit Red Wings,PIT
18,45,2003,45,1028,2019,Patrice Bergeron,bergepa01,178,96.2,813,C,Boston Bruins,PIT
18,44,2004,44,,,Roman Tesliuk,tesliro01,,,,D,Edmonton Oilers,WSH
19,47,2002,47,6,2007,Alexei Kaigorodov,kaigoal01,1,0.1,1,C,Ottawa Senators,CBJ
18,49,2000,49,3,2007,Jonas Nordqvist,nordqjo01,1,0.2,2,C,Chicago Blackhawks,NYI
19,51,1999,51,62,2008,Matt Murley,murlema01,-14,-0.7,9,LW,Pittsburgh Penguins,WPG
18,48,2001,48,15,2007,Tuomas Pihlman,pihlmtu01,-1,0.0,2,LW,New Jersey Devils,WPG
,53,1997,53,,,Graham Belak,,,,,LW,Colorado Avalanche,BOS
19,52,1998,52,51,2008,Bobby Allen,allenbo01,-3,0.7,3,D,Boston Bruins,TBL
,55,1996,55,,,Terry Friesen,,,,,G,San Jose Sharks,OTT
,57,1995,57,,,Lukas Zib,,,,,D,Edmonton Oilers,OTT
,59,1993,59,,,Kevin Paden,,,,,C/LW,Edmonton Oilers,OTT
19,58,1994,58,34,2001,Tavis Hansen,hanseta01,-5,-0.1,3,RW,Winnipeg Jets,FLA
,61,1992,61,,,Simon Roy,,,,,D,Edmonton Oilers,TBL
,64,1990,64,,,Mike Bodnarchuk,,,,,RW,New Jersey Devils,COL
18,66,1989,66,76,1997,Matt Martin,martima01,-11,1.9,5,D,Toronto Maple Leafs,COL
,63,1991,63,,,Brian Caruso,,,,,LW,Calgary Flames,COL
18,65,1986,65,33,1992,Sylvain Couturier,coutusy01,-6,-0.2,9,C,Los Angeles Kings,DET
18,68,1988,68,1174,2007,Tony Amonte,amontto01,96,95.3,900,RW,New York Rangers,DAL
,72,1985,72,,,Perry Florio,,,,,D,Los Angeles Kings,TOR
18,74,1984,74,532,1999,Paul Ysebaert,ysebapa01,-12,26.5,336,C,New Jersey Devils,PIT
,76,1983,76,,,Brian Durand,,,,,C,Minnesota North Stars,DAL
18,78,1982,78,73,1992,Chris Jensen,jensech01,-8,0.1,21,RW,New York Rangers,BOS
18,81,1981,81,6,1989,Marty Dallman,dallmma01,1,-0.1,1,C,Los Angeles Kings,PHX
,86,1980,86,,,Glen Ostir,,,,,D,Winnipeg Jets,MTL
19,95,1979,95,524,1988,Alan Haworth,haworal01,62,30.1,400,C,Buffalo Sabres,NJD
18,71,1987,71,738,2003,Joe Sacco,saccojo01,-44,10.9,213,RW,Toronto Maple Leafs,BUF
18,43,2005,43,127,2018,Mike Blunden,blundmi01,-6,0.1,13,RW,Chicago Blackhawks,PIT
18,46,2003,46,256,2009,Dan Fritsche,fritsda01,-19,6.1,76,C,Columbus Blue Jackets,PIT
18,45,2004,45,,,Ryan Garlock,garlory01,,,,C,Chicago Blackhawks,WSH
18,48,2002,48,,,Alexei Shkotov,shkotal01,,,,RW,St. Louis Blues,CBJ
,50,2000,50,,,Sergei Soin,,,,,C/LW,Colorado Avalanche,NYI
19,52,1999,52,682,2014,Adam Hall,hallad01,-76,5.3,156,RW,Nashville Predators,WPG
19,49,2001,49,906,2018,Mike Cammalleri,cammami01,-54,72.3,642,C/W,Los Angeles Kings,WPG
,54,1997,54,,,Mattias Karlin,,,,,C,Boston Bruins,BOS
19,53,1998,53,69,2004,Steve Moore,moorest01,-9,0.1,12,C,Colorado Avalanche,TBL
19,56,1996,56,1485,2019,Zdeno Chara,charazd01,262,143.8,642,D,New York Islanders,OTT
18,58,1995,58,35,2000,Darryl Laplante,laplada01,-2,-0.1,6,C,Detroit Red Wings,OTT
26,60,1993,60,5,1994,Alexander Kerch,kerchal01,-8,-0.4,0,LW,Edmonton Oilers,OTT
19,59,1994,59,487,2003,Vitali Yachmenev,yachmvi01,-30,16.3,216,LW,Los Angeles Kings,FLA
24,62,1992,62,92,1995,Vitali Karamnov,karamvi01,2,1.4,32,LW,St. Louis Blues,TBL
,65,1990,65,,,Darin Bader,,,,,LW,Vancouver Canucks,COL
19,67,1989,67,511,2004,Jim Cummins,cummiji01,-44,-3.1,60,RW,New York Rangers,COL
,64,1991,64,,,Kyle Reeves,,,,,RW,St. Louis Blues,COL
25,66,1986,66,104,1989,Anders Carlsson,carlsan01,-12,-0.1,33,C,New Jersey Devils,DET
18,69,1988,69,34,1999,Ted Crowley,crowlte01,-2,1.4,6,D,Toronto Maple Leafs,DAL
,73,1985,73,,,Jaime Kelly,,,,,RW,Boston Bruins,TOR
,75,1984,75,,,Petr Rosol,,,,,LW,Calgary Flames,PIT
,77,1983,77,,,Bill Claviter,,,,,LW,Calgary Flames,DAL
,79,1982,79,,,Jeff Hamilton,,,,,W,Buffalo Sabres,BOS
18,82,1981,82,166,1988,Kjell Dahlin,dahlikj01,11,8.5,116,RW,Montreal Canadiens,PHX
19,87,1980,87,576,1997,Basil McRae,mcraeba01,-104,-2.6,136,LW,Quebec Nordiques,MTL
,96,1979,96,,,Brad Kempthorne,,,,,C/RW,Atlanta Flames,NJD
18,72,1987,72,449,2004,Kip Miller,milleki01,-32,19.2,239,C,Quebec Nordiques,BUF
19,44,2005,44,874,2019,Paul Stastny,stastpa01,33,71.6,688,C,Colorado Avalanche,PIT
18,47,2003,47,730,2017,Matt Carle,carlema01,82,54.2,283,D,San Jose Sharks,PIT
18,46,2004,46,3,2008,Adam Pineault,pineaad01,-2,-0.1,0,RW,Columbus Blue Jackets,WSH
19,49,2002,49,,,Kirill Koltsov,koltski01,,,,D,Vancouver Canucks,CBJ
18,51,2000,51,17,2004,Kris Vernarsky,vernakr01,-3,-0.2,1,C,Toronto Maple Leafs,NYI
18,53,1999,53,1,2001,Brad Ralph,ralphbr01,0,0.0,0,LW,Phoenix Coyotes,WPG
18,50,2001,50,801,2019,Chris Thorburn,thorbch01,-40,5.3,134,RW,Buffalo Sabres,WPG
18,55,1997,55,197,2004,Rick Berry,berryri01,-6,3.9,15,D,Colorado Avalanche,BOS
,54,1998,54,,,Alexander Zevakhin,,,,,LW,Pittsburgh Penguins,TBL
,57,1996,57,,,Greg Phillips,,,,,RW,Los Angeles Kings,OTT
26,59,1995,59,331,2001,Vladimir Tsyplakov,tsyplvl01,42,18.0,170,LW,Los Angeles Kings,OTT
19,61,1993,61,122,2001,Maxim Galanov,galanma01,-24,3.3,20,D,New York Rangers,OTT
,60,1994,60,,,Brad Symes,,,,,D,Edmonton Oilers,FLA
,63,1992,63,,,Sandy Allan,,,,,G,Los Angeles Kings,TBL
20,66,1990,66,129,2000,Stewart Malgunas,malgust01,-10,2.6,6,D,Detroit Red Wings,COL
18,68,1989,68,164,2001,Niklas Andersson,anderni01,-3,6.4,82,LW,Quebec Nordiques,COL
18,65,1991,65,187,1999,Nathan LaFayette,lafayna01,-14,0.1,37,C,St. Louis Blues,COL
18,67,1986,67,543,2000,Rob Brown,brownro01,-23,35.5,438,RW,Pittsburgh Penguins,DET
18,70,1988,70,1270,2010,Rob Blake,blakero01,-4,127.5,777,D,Los Angeles Kings,DAL
18,74,1985,74,193,1992,Dan Vincelette,vinceda01,-47,-1.5,42,LW,Chicago Blackhawks,TOR
,76,1984,76,,,Miroslav Maly,,,,,D,Minnesota North Stars,PIT
18,78,1983,78,244,1992,John Kordic,kordijo01,-30,-2.9,35,RW,Montreal Canadiens,DAL
18,80,1982,80,1061,2000,Bob Rouse,rousebo01,-34,52.9,218,D,Minnesota North Stars,BOS
,83,1981,83,,,Anders Wikberg,,,,,LW,Buffalo Sabres,PHX
,88,1980,88,,,Mike Corrigan,,,,,RW,Detroit Red Wings,MTL
,97,1979,97,,,Dan Makuch,,,,,RW,New York Rangers,NJD
,73,1987,73,,,John Weisbrod,,,,,C,Minnesota North Stars,BUF
18,45,2005,45,341,2013,Guillaume Latendresse,latengu01,-15,17.0,147,LW,Montreal Canadiens,PIT
18,48,2003,48,,,Dmitri Chernykh,cherndm01,,,,RW,New York Islanders,PIT
18,47,2004,47,797,2019,Blake Comeau,comeabl01,-76,24.2,303,RW,New York Islanders,WSH
18,50,2002,50,,,Sergei Anshakov,anshase01,,,,LW,Los Angeles Kings,CBJ
18,52,2000,52,45,2006,Shane Endicott,endicsh01,-10,-1.0,3,C,Pittsburgh Penguins,NYI
19,54,1999,54,140,2011,Andrew Hutchinson,hutchan01,-13,5.9,39,D,Nashville Predators,WPG
24,51,2001,51,102,2004,Jaroslav Bednar,bednaja01,-1,2.8,35,RW,Los Angeles Kings,WPG
,56,1997,56,,,Vratislav Cech,,,,,D,Florida Panthers,BOS
18,55,1998,55,2,2004,Ryan Barnes,barnery01,0,0.0,0,LW,Detroit Red Wings,TBL
,58,1996,58,,,Sergei Zimakov,,,,,D,Washington Capitals,OTT
18,60,1995,60,36,2000,Miloslav Guren,gurenmi01,-6,0.9,4,D,Montreal Canadiens,OTT
18,62,1993,62,171,2002,Dave Roche,rocheda02,-20,-1.2,30,LW,Pittsburgh Penguins,OTT
,61,1994,61,,,Sebastien Bety,,,,,D,Quebec Nordiques,FLA
25,64,1992,64,83,1995,Vitali Prokhorov,prokhvi01,-9,1.8,30,LW,St. Louis Blues,TBL
,67,1990,67,,,Joel Blain,,,,,LW,Edmonton Oilers,COL
,69,1989,69,,,Allain Roy,,,,,G,Winnipeg Jets,COL
,66,1991,66,,,Bobby House,,,,,RW,Chicago Blackhawks,COL
,68,1986,68,,,David Baseggio,,,,,D,Buffalo Sabres,DET
,71,1988,71,,,Stefan Elvenas,,,,,RW,Chicago Blackhawks,DAL
18,75,1985,75,8,1990,Martin Desjardins,desjama01,-4,-0.2,2,C,Montreal Canadiens,TOR
18,77,1984,77,322,1996,Paul Broten,brotepa01,21,4.4,101,RW,New York Rangers,PIT
,79,1983,79,,,Tarek Howard,,,,,D,Chicago Blackhawks,DAL
22,81,1982,81,48,1989,Dusan Pasek,pasekdu01,-8,0.0,14,C,Minnesota North Stars,BOS
,84,1981,84,,,Todd Lumbard,,,,,G,New York Islanders,PHX
19,89,1980,89,243,1987,Timo Blomqvist,blomqti01,24,14.9,57,D,Washington Capitals,MTL
19,98,1979,98,208,1986,Thomas Eriksson,eriksth01,45,16.3,98,D,Philadelphia Flyers,NJD
,74,1987,74,,,Mark Reimer,,,,,G,Detroit Red Wings,BUF
18,46,2005,46,22,2010,Dustin Kohn,kohndu01,-2,0.5,4,D,New York Islanders,PIT
18,49,2003,49,925,2019,Shea Weber,webersh01,75,108.4,534,D,Nashville Predators,PIT
18,48,2004,48,14,2012,Dane Byers,byersda01,0,0.0,1,LW,New York Rangers,WSH
18,51,2002,51,,,Anton Kadeykin,kadeyan01,,,,D,New Jersey Devils,CBJ
,53,2000,53,,,Alexander Tatarinov,,,,,RW,Phoenix Coyotes,NYI
19,55,1999,55,190,2012,Doug Janik,janikdo01,-19,3.1,19,D,Buffalo Sabres,WPG
19,52,2001,52,,,Ed Caron,caroned01,,,,C,Edmonton Oilers,WPG
19,57,1997,57,11,2003,Jeff Farkas,farkaje01,-1,-0.1,2,RW,Toronto Maple Leafs,BOS
,56,1998,56,,,Tomek Valtonen,,,,,LW,Detroit Red Wings,TBL
19,59,1996,59,824,2013,Tom Poti,potito01,44,58.9,327,D,Edmonton Oilers,OTT
20,61,1995,61,33,1998,Larry Courville,courvla01,-10,-1.0,3,LW,Vancouver Canucks,OTT
18,63,1993,63,454,2007,Jamie Rivers,riverja01,4,15.7,66,D,St. Louis Blues,OTT
,62,1994,62,,,Artem Anisimov,,,,,D,Philadelphia Flyers,FLA
19,65,1992,65,1072,2010,Kirk Maltby,maltbki01,18,14.5,260,RW,Edmonton Oilers,TBL
19,68,1990,68,644,2004,Chris Tamer,tamerch01,-75,15.3,85,D,Pittsburgh Penguins,COL
18,70,1989,70,830,2004,Robert Reichel,reichro01,58,60.6,630,C,Calgary Flames,COL
,67,1991,67,,,Kerry Toporowski,,,,,D,San Jose Sharks,COL
,69,1986,69,,,Kent Hulst,,,,,C,Toronto Maple Leafs,DET
,72,1988,72,,,Jaan Luik,,,,,D,St. Louis Blues,DAL
,76,1985,76,,,Kevin Herom,,,,,LW,New York Islanders,TOR
,78,1984,78,,,Terry Perkins,,,,,RW,Quebec Nordiques,PIT
18,80,1983,80,877,1999,Esa Tikkanen,tikkaes01,82,46.7,630,LW,Edmonton Oilers,DAL
,82,1982,82,,,Dave Ross,,,,,G,Los Angeles Kings,BOS
20,85,1981,85,39,1986,Marc Behrend,behrema01,0,3.7,0,G,Winnipeg Jets,PHX
20,90,1980,90,468,1992,Walt Poddubny,podduwa01,5,32.3,422,LW,Edmonton Oilers,MTL
20,99,1979,99,86,1985,Marco Baron,baronma01,0,14.7,4,G,Boston Bruins,NJD
,75,1987,75,,,Darren Smith,,,,,LW,St. Louis Blues,BUF
18,47,2005,47,,,Tom Fritsche,fritsto01,,,,LW,Colorado Avalanche,PIT
18,50,2003,50,1,2008,Ivan Baranka,baraniv01,1,0.2,1,D,New York Rangers,PIT
18,49,2004,49,482,2019,Carl Soderberg,soderca01,-26,21.8,245,C,St. Louis Blues,WSH
19,52,2002,52,,,Dan Spang,spangda01,,,,D,San Jose Sharks,CBJ
25,54,2000,54,580,2013,Andreas Lilja,liljaan01,32,23.6,87,D,Los Angeles Kings,NYI
,56,1999,56,,,Matt Zultek,,,,,LW,Boston Bruins,WPG
18,53,2001,53,,,Kiel McLeod,mcleoki01,,,,C,Columbus Blue Jackets,WPG
22,58,1997,58,76,2003,Jani Hurme,hurmeja01,0,11.2,0,G,Ottawa Senators,BOS
18,57,1998,57,91,2007,Tyler Bouck,bouckty01,-9,0.0,12,C,Dallas Stars,TBL
18,60,1996,60,2,1999,Chris Allen,allench01,1,0.1,0,D,Florida Panthers,OTT
,62,1995,62,,,Mike O'Grady,,,,,D,Florida Panthers,OTT
,64,1993,64,,,Ethan Philpott,,,,,RW,Buffalo Sabres,OTT
19,63,1994,63,674,2011,Jason Strudwick,strudja01,-82,9.6,55,D,New York Islanders,FLA
18,66,1992,66,619,2006,Cale Hulse,hulseca01,-65,21.3,95,D,New Jersey Devils,TBL
18,69,1990,69,252,2001,Jeff Nielsen,nielsje01,-26,1.2,47,RW,New York Rangers,COL
18,71,1989,71,37,2002,Brett Hauer,hauerbr01,-16,0.9,8,D,Vancouver Canucks,COL
20,68,1991,68,557,2003,Dave Karpa,karpada01,-19,21.4,98,D,Quebec Nordiques,COL
19,70,1986,70,638,2000,Ron Stern,sternro01,-44,4.0,161,RW,Vancouver Canucks,DET
,73,1988,73,,,Brian Hunt,,,,,C,Winnipeg Jets,DAL
,77,1985,77,,,Dave Moylan,,,,,D,Buffalo Sabres,TOR
,79,1984,79,,,Dave Hanson,,,,,C,Philadelphia Flyers,PIT
,81,1983,81,,,Alan Bourbeau,,,,,C,Philadelphia Flyers,DAL
30,83,1982,83,186,1987,Jaroslav Pouzar,pouzaja01,40,2.7,82,LW,Edmonton Oilers,BOS
18,86,1981,86,91,1988,Larry Trader,tradela01,-1,4.1,18,D,Detroit Red Wings,PHX
18,91,1980,91,6,1988,Darrell May,mayda01,0,0.5,1,G,Vancouver Canucks,MTL
19,100,1979,100,2,1983,Yvan Joly,jolyyv01,-1,-0.1,0,RW,Montreal Canadiens,NJD
20,76,1987,76,4,1991,George Maneluk,manelge01,0,0.2,0,G,New York Islanders,BUF
18,48,2005,48,,,Philip Gogulla,gogulph01,,,,RW,Buffalo Sabres,PIT
18,51,2003,51,148,2017,Colin McDonald,mcdonco01,-24,3.4,46,RW,Edmonton Oilers,PIT
18,50,2004,50,135,2010,Enver Lisin,lisinen01,-37,2.6,42,RW,Phoenix Coyotes,WSH
19,53,2002,53,20,2009,Barry Tallackson,tallaba01,-4,-0.1,2,RW,New Jersey Devils,CBJ
18,55,2000,55,1046,2018,Antoine Vermette,vermean01,-49,47.1,515,C,Ottawa Senators,NYI
18,57,1999,57,,,Jeremy Van Hoof,vanhoje01,,,,D,Pittsburgh Penguins,WPG
19,54,2001,54,75,2011,Noah Welch,welchno01,-5,1.6,9,D,Pittsburgh Penguins,WPG
,59,1997,59,,,Jarrett Smith,,,,,C,New York Islanders,BOS
19,58,1998,58,6,2002,Chris Bala,balach01,1,0.1,1,LW,Ottawa Senators,TBL
,61,1996,61,,,Andrei Petrunin,,,,,RW,Hartford Whalers,OTT
18,63,1995,63,157,2003,Petr Buzek,buzekpe01,-25,5.5,31,D,Dallas Stars,OTT
20,65,1993,65,410,2006,Krzysztof Oliwa,oliwakr01,-17,0.7,45,LW,New Jersey Devils,OTT
19,64,1994,64,898,2011,Fredrik Modin,modinfr01,-11,47.0,462,LW,Toronto Maple Leafs,FLA
,67,1992,67,,,Travis Thiessen,,,,,D,Pittsburgh Penguins,TBL
,70,1990,70,,,Cal McGowan,,,,,C,Minnesota North Stars,COL
20,72,1989,72,301,2004,Reid Simpson,simpsre01,-11,0.8,36,LW,Philadelphia Flyers,COL
,69,1991,69,,,Terry Chitaroni,,,,,C,Toronto Maple Leafs,COL
23,71,1986,71,114,1989,Hannu Jarvenpaa,jarveha01,-18,0.2,37,RW,Winnipeg Jets,DET
,74,1988,74,,,Dean Dyer,,,,,C,Hartford Whalers,DAL
,78,1985,78,,,David Espe,,,,,D,Quebec Nordiques,TOR
18,80,1984,80,849,2001,Kris King,kingkr01,-52,-4.4,151,LW,Washington Capitals,PIT
,82,1983,82,,,Alain Larochelle,,,,,G,Boston Bruins,DAL
18,84,1982,84,391,1993,Alan Kerr,kerral01,5,7.4,166,RW,New York Islanders,BOS
,87,1981,87,,,Doug Speck,,,,,D,Colorado Rockies,PHX
20,92,1980,92,30,1986,Darren Jensen,jenseda01,0,4.4,1,G,Hartford Whalers,MTL
,101,1979,101,,,Glenn Duncan,,,,,LW,New York Islanders,NJD
20,77,1987,77,11,1992,Matt DelGuidice,delguma01,0,1.3,0,G,Boston Bruins,BUF
18,49,2005,49,,,Chad Denny,dennych01,,,,D,Atlanta Thrashers,PIT
18,52,2003,52,448,2019,Corey Crawford,crawfco01,0,81.7,9,G,Chicago Blackhawks,PIT
18,51,2004,51,,,Bruce Graham,grahabr01,,,,C,New York Rangers,WSH
19,54,2002,54,1077,2019,Duncan Keith,keithdu01,156,106.7,583,D,Chicago Blackhawks,CBJ
18,56,2000,56,18,2007,Alexander Suglobov,sugloal01,-9,-0.4,1,RW,New Jersey Devils,NYI
18,58,1999,58,237,2014,Matt Carkner,carknma01,-12,5.9,27,D,Montreal Canadiens,WPG
18,55,2001,55,1060,2019,Jason Pominville,pominja01,44,79.5,727,RW,Buffalo Sabres,WPG
,60,1997,60,,,Derek Schutz,,,,,C,Calgary Flames,BOS
,59,1998,59,,,Todd Hornung,,,,,C,Washington Capitals,TBL
,62,1996,62,,,Per-Anton Lundstrom,,,,,D,Phoenix Coyotes,OTT
,64,1995,64,,,Marko Makinen,,,,,RW,San Jose Sharks,OTT
18,66,1993,66,62,2002,Vladimir Chebaturkin,chebavl01,7,2.7,9,D,New York Islanders,OTT
,65,1994,65,,,Chad Allan,,,,,D,Vancouver Canucks,FLA
18,68,1992,68,923,2011,Craig Rivet,rivetcr01,-4,52.2,237,D,Montreal Canadiens,TBL
,71,1990,71,,,Frank Kovacs,,,,,LW,Minnesota North Stars,COL
19,73,1989,73,880,2004,Jim McKenzie,mckenji02,-86,-6.8,100,LW,Hartford Whalers,COL
18,70,1991,70,121,2004,Milan Hnilicka,hnilimi01,0,19.5,2,G,New York Islanders,COL
18,72,1986,72,711,2001,Mark Janssens,janssma01,-137,-7.9,113,C,New York Rangers,DET
,75,1988,75,,,Scott Luik,,,,,RW,New Jersey Devils,DAL
18,79,1985,79,792,2003,Brent Gilchrist,gilchbr01,-6,18.5,305,LW,Montreal Canadiens,TOR
18,81,1984,81,256,1996,Bob Halkidis,halkibo01,-6,10.3,40,D,Buffalo Sabres,PIT
18,83,1983,83,114,1989,Dan Hodgson,hodgsda01,-9,4.5,74,C,Toronto Maple Leafs,DAL
,85,1982,85,,,Scott Brydges,,,,,D,New Jersey Devils,BOS
19,88,1981,88,154,1989,Steve Rooney,roonest01,-16,-1.1,28,LW,Montreal Canadiens,PHX
19,93,1980,93,416,1991,Doug Shedden,shedddo01,-124,19.7,325,C,Pittsburgh Penguins,MTL
20,102,1979,102,152,1984,Mark Renaud,renauma01,-59,6.2,56,D,Hartford Whalers,NJD
19,78,1987,78,1,1990,Tyler Larter,lartety01,-1,-0.1,0,C,Washington Capitals,BUF
20,50,2005,50,,,Dany Roussin,roussda01,,,,C,Los Angeles Kings,PIT
18,53,2003,53,,,Evgeny Tunik,tunikev01,,,,C,New York Islanders,PIT
19,52,2004,52,11,2011,Raymond Sawada,sawadra01,-1,0.0,1,RW,Dallas Stars,WSH
18,55,2002,55,,,Denis Grot,grotde01,,,,D,Vancouver Canucks,CBJ
,57,2000,57,,,Matt DeMarchi,,,,,D,New Jersey Devils,NYI
,59,1999,59,,,David Inman,,,,,C,New York Rangers,WPG
18,56,2001,56,,,Andrei Medvedev,medvean01,,,,G,Calgary Flames,WPG
17,61,1997,61,16,2001,Matt Elich,elichma01,-6,-0.1,2,RW,Tampa Bay Lightning,BOS
19,60,1998,60,352,2007,Denis Arkhipov,arkhide01,-51,10.8,138,C,Nashville Predators,TBL
18,63,1996,63,308,2008,Scott Parker,parkesc01,4,0.3,21,RW,New Jersey Devils,OTT
,65,1995,65,,,Mike Martin,,,,,D,New York Rangers,OTT
,67,1993,67,,,Mikael Tjallden,,,,,D,Florida Panthers,OTT
19,66,1994,66,11,1997,Alexei Yegorov,yegoral01,-4,0.4,6,RW,San Jose Sharks,FLA
,69,1992,69,,,Jeff Connolly,,,,,C,Vancouver Canucks,TBL
,72,1990,72,,,Randy Pearce,,,,,LW,Washington Capitals,COL
19,74,1989,74,1248,2009,Sergei Fedorov,fedorse01,261,125.6,1179,C,Detroit Red Wings,COL
25,71,1991,71,699,2003,Igor Kravchuk,kravcig01,-57,48.2,274,D,Chicago Blackhawks,COL
18,73,1986,73,384,1997,Glen Featherstone,feathgl01,16,21.0,80,D,St. Louis Blues,DET
